TU_id	start	end	Direction	TU_genes	pathway_id	pathway_names
TU185E-7512	1638381	1639646	+	G185E-5636		-
TU185E-6131	2115764	2117248	+	G185E-6062		-
TU185E-5535	812976	817534	+	G185E-4868 ; G185E-4867 ; G185E-4866 ; G185E-4865 ; G185E-4864 ; G185E-4863 ; G185E-4862		-
TU185E-6499	2880075	2881052	+	G185E-6800		-
TU185E-5903	1574112	1574767	-	G185E-5581 ; G185E-5580		-
TU185E-6864	3676775	3682087	+	G185E-7571 ; G185E-7570		-
TU185E-7232	4040879	4040938	+	G185E-7875		-
TU185E-7496	1836387	1836830	-	G185E-5821		-
TU185E-6115	2080701	2084636	-	G185E-6031 ; G185E-6030		-
TU185E-5519	784821	786011	+	G185E-4828		-
TU185E-6483	2840123	2849332	-	G185E-6762	PWY-5994 ; PWYG-321 ; PWY-6113 ; PWY-5966-1	mycolate biosynthesis;superpathway of mycolate biosynthesis;palmitate biosynthesis (type I fatty acid synthase);fatty acid biosynthesis initiation (type I)
TU185E-5887	1533948	1537644	-	G185E-5545 ; G185E-5544 ; G185E-5543 ; G185E-5542		-
TU185E-6848	3640543	3642881	+	G185E-7536 ; G185E-7535	PWY-5198;PWY-5199 ; PWY-5198	factor 420 biosynthesis;factor 420 polyglutamylation;factor 420 biosynthesis
TU185E-7216	4161815	4162258	-	G185E-8005		-
TU185E-7480	1989833	1992577	-	G185E-5954		-
TU185E-6099	2053443	2054147	+	G185E-6006		-
TU185E-5503	750000	752596	+	G185E-4798 ; G185E-4797		-
TU185E-6467	2797467	2801145	-	G185E-6725 ; G185E-6724		-
TU185E-5871	1488154	1489965	-	G185E-5504		-
TU185E-6832	3607112	3608254	-	G185E-7504		-
TU185E-7200	4305757	4306239	+	G185E-8127		-
TU185E-7464	2159191	2159943	+	G185E-6110		-
TU185E-6083	2030347	2030643	+	G185E-5987	-	-
TU185E-5487	718761	719912	-	G185E-4766		-
TU185E-6451	2765541	2765611	+	G185E-6696	PWY0-1479 ; TRNA-CHARGING-PWY	tRNA charging
TU185E-5855	1455495	1458211	+	G185E-5475 ; G185E-5474 ; G185E-5473	PWY0-1587	-;N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis
TU185E-6816	3573731	3580200	-	G185E-7472 ; G185E-7471		-
TU185E-7184	4393449	4401634	+	G185E-8210 ; G185E-8209 ; G185E-8208 ; G185E-8207 ; G185E-8206		-
TU185E-7448	2252002	2255985	+	G185E-6208	PWY-6113 ; PWYG-321	mycolate biosynthesis;superpathway of mycolate biosynthesis
TU185E-6067	1997418	1998515	-	G185E-5960		-
TU185E-5471	699038	699799	-	G185E-4737		-
TU185E-6435	2728437	2732749	-	G185E-6666 ; G185E-6665 ; G185E-6664 ; G185E-6663		-
TU185E-5839	1419014	1419748	-	G185E-5442		-
TU185E-6800	3546438	3546797	+	G185E-7443		-
TU185E-7168	4356693	4357535	+	G185E-8176		-
TU185E-7432	2377470	2378312	-	G185E-6324		-
TU185E-6051	1962228	1965370	-	G185E-5932 ; G185E-5931		-
TU185E-5455	658109	658189	+	G185E-4700	PWY0-1479 ; PWY-7236 ; TRNA-CHARGING-PWY	;tRNA charging
TU185E-6419	2704697	2705518	+	G185E-6637		-
TU185E-5823	1388685	1389244	-	G185E-5418 ; G185E-5417		-
TU185E-6784	3501794	3502936	+	G185E-7400		-
TU185E-7152	4320704	4321327	+	G185E-8144	DETOX1-PWY-1 ; DETOX1-PWY	reactive oxygen species degradation;superoxide radicals degradation
TU185E-7416	2467053	2468027	-	G185E-6412	PWY-6619	adenine and adenosine salvage VI
TU185E-6035	1929131	1929721	-	G185E-5894		-
TU185E-5439	631743	633034	+	G185E-4673 ; G185E-4672		-
TU185E-6403	2655609	2656115	-	G185E-6602		-
TU185E-5807	1357293	1357625	-	G185E-5384		-
TU185E-6768	3465778	3467091	-	G185E-7359	LIPAS-PWY	triacylglycerol degradation
TU185E-7136	4274798	4276417	+	G185E-8107		-
TU185E-6019	1892270	1895342	-	G185E-5858 ; G185E-5857 ; G185E-5856		-
TU185E-5423	596759	600391	+	G185E-4640 ; G185E-4639 ; G185E-4638		-
TU185E-6387	2626223	2626519	-	G185E-6573		-
TU185E-5791	1321520	1324528	+	G185E-5352		-
TU185E-6752	3425584	3427107	+	G185E-7323		-
TU185E-7120	4216865	4217056	-	G185E-8066 ; G185E-8065	PWY0-1479 ; TRNA-CHARGING-PWY	tRNA charging
TU185E-6003	1828865	1830561	-	G185E-5817 ; G185E-5816		-
TU185E-5407	570539	571648	+	G185E-4610	PWY-6385 ; PWY-6387	;UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)
TU185E-6371	2599988	2600479	+	G185E-6551		-
TU185E-5775	1274900	1275550	+	G185E-5314		-
TU185E-6736	3396458	3397141	-	G185E-7297		-
TU185E-7104	4196171	4196506	-	G185E-8036		-
TU185E-5987	1788162	1789836	-	G185E-5776 ; G185E-5775		-
TU185E-5391	549675	551689	+	G185E-4586 ; G185E-4585	PWY66-21 ; P221-PWY	octane oxidation;ethanol degradation II;-
TU185E-6355	2574096	2575225	-	G185E-6522 ; G185E-6521		-
TU185E-5759	1239416	1239984	+	G185E-5279 ; G185E-5278		-
TU185E-6720	3357602	3358567	+	G185E-7257		-
TU185E-7088	4169606	4170169	+	G185E-8014		-
TU185E-5375	518733	521454	+	G185E-4558 ; G185E-4557 ; G185E-4556 ; G185E-4555	GLUTATHIONESYN-PWY ; PWY-7255;DETOX1-PWY-1 ; DETOX1-PWY	-;glutathione biosynthesis;;reactive oxygen species degradation;superoxide radicals degradation
TU185E-7720	25644	25726	+	G185E-4134	PWY0-1479 ; TRNA-CHARGING-PWY	tRNA charging
TU185E-6339	2550065	2551326	+	G185E-6497 ; G185E-6496		-
TU185E-5743	1215517	1215621	+	G185E-5253		-
TU185E-6704	3319663	3324476	-	G185E-7223 ; G185E-7222 ; G185E-7221		-
TU185E-7072	4140493	4142745	+	G185E-7985 ; G185E-7984		-
TU185E-5237	172211	173143	+	G185E-4263		-
TU185E-5359	475816	476184	+	G185E-4521		-
TU185E-7704	162644	163249	-	G185E-4252		-
TU185E-6323	2525402	2525821	+	G185E-6467		-
TU185E-5727	1190757	1192148	-	G185E-5230		-
TU185E-6691	3289790	3290506	+	G185E-7198		-
TU185E-7056	4116002	4116379	+	G185E-7958		-
TU185E-5221	137319	139673	+	G185E-4232 ; G185E-4231 ; G185E-4230		-
TU185E-5343	445314	447046	-	G185E-4493 ; G185E-4492		-
TU185E-7688	241976	243214	-	G185E-4324		-
TU185E-6307	2492402	2493742	-	G185E-6433	GLNSYN-PWY	L-glutamine biosynthesis I
TU185E-5711	1165781	1166806	-	G185E-5203		-
TU185E-6675	3215665	3217643	-	G185E-7161 ; G185E-7160 ; G185E-7159 ; G185E-7158		-
TU185E-7040	4087610	4088188	-	G185E-7927		-
TU185E-5205	89575	97601	+	G185E-4205 ; G185E-4204 ; G185E-4203 ; G185E-4202 ; G185E-4201 ; G185E-4200 ; G185E-4199 ; G185E-4198		-
TU185E-7408	2509489	2510256	+	G185E-6450		-
TU185E-5327	394694	396087	-	G185E-4454 ; G185E-4453		-
TU185E-7672	358171	358956	+	G185E-4417	PWY-6519	8-amino-7-oxononanoate biosynthesis I
TU185E-6291	2451247	2452020	-	G185E-6399		-
TU185E-5695	1134785	1136481	-	G185E-5175 ; G185E-5174	PWY0-662	-;superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;PRPP biosynthesis
TU185E-6659	3183138	3183825	+	G185E-7124 ; G185E-7123		-
TU185E-7024	4059984	4060591	-	G185E-7899 ; G185E-7898		-
TU185E-5189	59122	60417	+	G185E-4171 ; G185E-4170 ; G185E-4169		-
TU185E-7392	2680765	2682018	+	G185E-6613		-
TU185E-5311	364605	366142	+	G185E-4426 ; G185E-4425		-
TU185E-7656	471227	472639	-	G185E-4516		-
TU185E-6275	2423240	2424838	-	G185E-6371		-
TU185E-5679	1108172	1108504	-	G185E-5148		-
TU185E-6643	3144620	3147873	-	G185E-7090 ; G185E-7089		-
TU185E-7008	4031404	4033158	-	G185E-7868		-
TU185E-5173	33224	33794	+	G185E-4145 ; G185E-4144		-
TU185E-7376	2830161	2830583	+	G185E-6750		-
TU185E-5295	314309	316415	-	G185E-4386 ; G185E-4385 ; G185E-4384		-
TU185E-7640	628298	629731	-	G185E-4670		-
TU185E-6259	2393851	2395237	-	G185E-6340 ; G185E-6339		-
TU185E-5663	1074074	1074421	+	G185E-5117		-
TU185E-6627	3110167	3110737	-	G185E-7051 ; G185E-7050		-
TU185E-6992	3994830	3995699	-	G185E-7832		-
TU185E-5157	2052	4997	+	G185E-4115 ; G185E-4114 ; G185E-4113		-
TU185E-7360	2945847	2946287	-	G185E-6861		-
TU185E-5279	286898	287071	-	G185E-4357		-
TU185E-7624	842033	842278	+	G185E-4896		-
TU185E-6243	2358389	2360041	+	G185E-6306		-
TU185E-5647	1033840	1034631	-	G185E-5082		-
TU185E-6611	3080581	3081033	-	G185E-7020		-
TU185E-6976	3953431	3954270	+	G185E-7794		-
TU185E-6608	3076894	3078078	-	G185E-7017		-
TU185E-6973	3936877	3939257	-	G185E-7787 ; G185E-7786	VALSYN-PWY ; BRANCHED-CHAIN-AA-SYN-PWY ; PWY-3001 ; ILEUSYN-PWY	L-valine biosynthesis;superpathway of branched chain amino acid biosynthesis;superpathway of L-isoleucine biosynthesis I;L-isoleucine biosynthesis I (from threonine);-
TU185E-7341	3082909	3083370	+	G185E-7024		-
TU185E-5260	226878	230462	+	G185E-4314		-
TU185E-7605	941190	942467	+	G185E-4999		-
TU185E-6224	2316681	2317085	-	G185E-6265		-
TU185E-5628	999472	1000767	+	G185E-5050	GLYOXYLATE-BYPASS ; PWY-6969	;glyoxylate cycle
TU185E-6592	3044375	3046524	-	G185E-6981 ; G185E-6980		-
TU185E-6957	3887144	3889341	-	G185E-7748 ; G185E-7747	VALSYN-PWY ; BRANCHED-CHAIN-AA-SYN-PWY ; PWY-3001 ; ILEUSYN-PWY	L-valine biosynthesis;superpathway of branched chain amino acid biosynthesis;superpathway of L-isoleucine biosynthesis I;L-isoleucine biosynthesis I (from threonine);-
TU185E-7325	3313773	3315122	-	G185E-7216	PWY-7743 ; PWY-7745	
TU185E-7589	1052696	1053736	-	G185E-5098		-
TU185E-6208	2265280	2266405	+	G185E-6221 ; G185E-6220		-
TU185E-5612	960342	962612	-	G185E-5016		-
TU185E-6576	3019814	3020457	-	G185E-6954 ; G185E-6953		-
TU185E-6941	3862624	3863264	-	G185E-7722 ; G185E-7721		-
TU185E-7309	3419492	3420970	+	G185E-7320		-
TU185E-7573	1171038	1172153	-	G185E-5208		-
TU185E-6192	2237628	2237984	-	G185E-6196		-
TU185E-5596	922894	923709	-	G185E-4981		-
TU185E-6560	2987682	2990592	+	G185E-6921 ; G185E-6920	PWY-6404 ; PWY-6397	superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;;-
TU185E-5963	1735976	1736212	+	G185E-5723		-
TU185E-6925	3835272	3836891	-	G185E-7694		-
TU185E-7293	3509654	3510055	+	G185E-7408		-
TU185E-7557	1279655	1280020	+	G185E-5319		-
TU185E-6176	2207700	2218717	+	G185E-6174 ; G185E-6173 ; G185E-6172 ; G185E-6171 ; G185E-6170 ; G185E-6169 ; G185E-6168 ; G185E-6167 ; G185E-6166 ; G185E-6165 ; G185E-6164 ; G185E-6163		-
TU185E-5580	902111	904819	+	G185E-4958 ; G185E-4957	PWY-6277 ; PWY-6121 ; PWY-6122	superpathway of 5-aminoimidazole ribonucleotide biosynthesis;5-aminoimidazole ribonucleotide biosynthesis II;5-aminoimidazole ribonucleotide biosynthesis I
TU185E-6544	2968533	2968850	-	G185E-6888		-
TU185E-5947	1695281	1696443	-	G185E-5692 ; G185E-5691		-
TU185E-6909	3799243	3799943	-	G185E-7661 ; G185E-7660		-
TU185E-7277	3633675	3635063	+	G185E-7528		-
TU185E-7541	1370920	1371477	+	G185E-5399	PWY-6113 ; PWYG-321	mycolate biosynthesis;superpathway of mycolate biosynthesis
TU185E-6160	2167649	2170612	-	G185E-6115		-
TU185E-5564	865851	867389	-	G185E-4921		-
TU185E-6528	2950489	2952503	-	G185E-6869 ; G185E-6868		-
TU185E-5931	1662381	1662572	+	G185E-5657		-
TU185E-6893	3768736	3768996	-	G185E-7629		-
TU185E-7261	3781501	3784740	-	G185E-7646		-
TU185E-7525	1571047	1572081	+	G185E-5578		-
TU185E-6144	2138444	2138617	-	G185E-6084		-
TU185E-5548	832981	833508	+	G185E-4887		-
TU185E-6512	2916360	2917709	+	G185E-6831	PWY-6537 ; PWY-6536	4-aminobutanoate degradation III;4-aminobutanoate degradation II
TU185E-5915	1604878	1606146	+	G185E-5612		-
TU185E-6877	3711749	3713461	+	G185E-7603		-
TU185E-7245	3945092	3945748	-	G185E-7790	PWY0-42 ; FAO-PWY ; PWY0-1337 ; PWY-5971 ; P221-PWY ; PWY-5989	stearate biosynthesis II (bacteria and plants);palmitate biosynthesis II (bacteria and plants);octane oxidation;2-methylcitrate cycle I;fatty acid &beta;-oxidation I;oleate &beta;-oxidation
TU185E-7509	1672457	1673299	-	G185E-5666		-
TU185E-6128	2109544	2110584	+	G185E-6057	PWY66-21 ; PWY-5486 ; ETOH-ACETYLCOA-ANA-PWY	pyruvate fermentation to ethanol II;ethanol degradation I;ethanol degradation II
TU185E-5532	808746	809645	+	G185E-4856		-
TU185E-6496	2876576	2876965	-	G185E-6796		-
TU185E-5900	1566825	1568036	+	G185E-5575	PWY-I9 ; SAM-PWY ; METHIONINE-DEG1-PWY ; PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II;S-adenosyl-L-methionine biosynthesis;L-methionine degradation I (to L-homocysteine);L-cysteine biosynthesis VI (from L-methionine)
TU185E-6861	3671845	3672297	-	G185E-7565		-
TU185E-7229	4067423	4067911	+	G185E-7907		-
TU185E-7493	1842898	1843692	-	G185E-5826		-
TU185E-6112	2074841	2075518	+	G185E-6025		-
TU185E-5516	780721	781311	+	G185E-4824		-
TU185E-6480	2835494	2835566	+	G185E-6756	PWY0-1479 ; TRNA-CHARGING-PWY	tRNA charging
TU185E-5884	1530173	1530925	+	G185E-5539		-
TU185E-6845	3632097	3633584	-	G185E-7527		-
TU185E-7213	4198874	4199089	+	G185E-8041		-
TU185E-7477	2009995	2010555	-	G185E-5972		-
TU185E-6096	2049921	2051150	+	G185E-6003		-
TU185E-5500	740234	742617	-	G185E-4790 ; G185E-4789		-
TU185E-6464	2794176	2794249	+	G185E-6721	PWY0-1479 ; TRNA-CHARGING-PWY	tRNA charging
TU185E-5868	1484279	1485278	+	G185E-5500 ; G185E-5499		-
TU185E-6829	3602564	3603322	-	G185E-7500		-
TU185E-7197	4307655	4308914	-	G185E-8130	TRNA-CHARGING-PWY	tRNA charging
TU185E-7461	2172524	2173795	-	G185E-6118		-
TU185E-6080	2026477	2027971	+	G185E-5984 ; G185E-5983		-
TU185E-5484	715370	716317	+	G185E-4760		-
TU185E-6448	2760854	2762380	+	G185E-6691		-
TU185E-5852	1446379	1452947	+	G185E-5470 ; G185E-5469 ; G185E-5468 ; G185E-5467 ; G185E-5466	TRNA-CHARGING-PWY;DAPLYSINESYN-PWY;PWY-3001 ; PWY-5345 ; THRESYN-PWY ; HOMOSERSYN-PWY;THRESYN-PWY ; PWY-3001 ; HOMOSER-THRESYN-PWY	tRNA charging;L-homoserine biosynthesis;superpathway of L-threonine biosynthesis;superpathway of L-methionine biosynthesis (by sulfhydrylation);superpathway of L-isoleucine biosynthesis I;superpathway of L-threonine biosynthesis;L-threonine biosynthesis;superpathway of L-isoleucine biosynthesis I
TU185E-6813	3569109	3571211	-	G185E-7467		-
TU185E-7181	4386365	4386814	-	G185E-8199		-
TU185E-7445	2279129	2280124	+	G185E-6235		-
TU185E-6064	1987745	1989006	-	G185E-5952 ; G185E-5951		-
TU185E-5468	697154	697800	-	G185E-4734 ; G185E-4733		-
TU185E-6432	2726193	2727339	+	G185E-6660 ; G185E-6659		-
TU185E-5836	1416181	1417347	-	G185E-5439		-
TU185E-6797	3541443	3542045	-	G185E-7438		-
TU185E-7165	4350745	4352181	+	G185E-8171 ; G185E-8170		-
TU185E-7429	2382489	2386067	-	G185E-6330	PWY-5041 ; PWY-5345 ; HSERMETANA-PWY ; 1CMET2-PWY	<i>S</i>-adenosyl-L-methionine cycle II;<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis;superpathway of L-methionine biosynthesis (by sulfhydrylation);L-methionine biosynthesis III
TU185E-6048	1959855	1960487	-	G185E-5927		-
TU185E-5452	654924	655949	-	G185E-4697	PWY4FS-8 ; PWY4FS-7 ; PWY-5667 ; PWY0-1319	phosphatidylglycerol biosynthesis I (plastidic);phosphatidylglycerol biosynthesis II (non-plastidic);CDP-diacylglycerol biosynthesis II;CDP-diacylglycerol biosynthesis I
TU185E-6416	2692799	2693884	+	G185E-6625		-
TU185E-5820	1383213	1384202	+	G185E-5411	GLYOXYLATE-BYPASS ; GLUCONEO-PWY ; PWY-6969	;glyoxylate cycle;gluconeogenesis I
TU185E-6781	3491808	3492122	-	G185E-7390		-
TU185E-7149	4314178	4314723	+	G185E-8137		-
TU185E-6032	1921542	1923689	+	G185E-5889 ; G185E-5888		-
TU185E-5436	625562	626440	-	G185E-4667	PWY-5851	demethylmenaquinol-9 biosynthesis
TU185E-6400	2649946	2651558	-	G185E-6596 ; G185E-6595		-
TU185E-5804	1348719	1349282	+	G185E-5375		-
TU185E-6765	3460814	3463891	-	G185E-7356 ; G185E-7355 ; G185E-7354		-
TU185E-7133	4264563	4265462	-	G185E-8099		-
TU185E-6016	1874160	1875221	+	G185E-5850		-
TU185E-5420	591654	593867	+	G185E-4634 ; G185E-4633	PWY-7622 ; PWY-6404 ; PWY-6317 ; PWY-7344 ; PWY-6397	D-galactose degradation I (Leloir pathway);UDP-&alpha;-D-galactofuranose biosynthesis;;superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;-
TU185E-6384	2620272	2620529	+	G185E-6568		-
TU185E-5788	1306202	1308792	-	G185E-5345 ; G185E-5344		-
TU185E-6749	3418726	3419376	-	G185E-7319		-
TU185E-7117	4215200	4215775	-	G185E-8061		-
TU185E-6000	1823360	1825887	-	G185E-5811 ; G185E-5810		-
TU185E-5404	566508	567896	+	G185E-4606 ; G185E-4605 ; G185E-4604	PWY0-1298 ; PWY0-1297 ; PWY-7180	superpathway of purine deoxyribonucleosides degradation;2'-deoxy-&alpha;-D-ribose 1-phosphate degradation;superpathway of pyrimidine deoxyribonucleosides degradation;-
TU185E-6368	2588838	2591840	+	G185E-6542 ; G185E-6541 ; G185E-6540		-
TU185E-5772	1268203	1269958	-	G185E-5309 ; G185E-5308	PWY-6113 ; PWYG-321	mycolate biosynthesis;superpathway of mycolate biosynthesis
TU185E-6733	3387075	3388870	-	G185E-7289 ; G185E-7288	FAO-PWY ; PWY-6944 ; ILEUDEG-PWY ; VALDEG-PWY ; PWY0-1337 ; PWY185E-1 ; PWY-6268 ; PWY-7971 ; PWY-7962	-
TU185E-7101	4190833	4193245	-	G185E-8032 ; G185E-8031 ; G185E-8030		-
TU185E-5984	1783309	1784301	-	G185E-5769 ; G185E-5768 ; G185E-5767		-
TU185E-5388	545889	546803	-	G185E-4581	PWY0-1337 ; FAO-PWY	fatty acid &beta;-oxidation I;oleate &beta;-oxidation
TU185E-6352	2572076	2573008	-	G185E-6518		-
TU185E-5756	1232311	1232826	+	G185E-5270		-
TU185E-6717	3352458	3355069	-	G185E-7253 ; G185E-7252	BRANCHED-CHAIN-AA-SYN-PWY ; LEUSYN-PWY;SULFATE-CYS-PWY ; SER-GLYSYN-PWY ; SERSYN-PWY	superpathway of branched chain amino acid biosynthesis;L-leucine biosynthesis;superpathway of sulfate assimilation and cysteine biosynthesis;superpathway of L-serine and glycine biosynthesis I;L-serine biosynthesis I
TU185E-7085	4168345	4168430	+	G185E-8011	PWY0-1479 ; TRNA-CHARGING-PWY	tRNA charging
TU185E-5250	209703	210812	-	G185E-4297		-
TU185E-5372	510702	515321	-	G185E-4550		-
TU185E-7717	65012	65350	-	G185E-4175		-
TU185E-6336	2545737	2546431	+	G185E-6490 ; G185E-6489		-
TU185E-5740	1211560	1213863	+	G185E-5249		-
TU185E-6701	3316529	3317461	+	G185E-7218	PWY-7909	formaldehyde oxidation VII (THF pathway)
TU185E-7069	4134726	4136048	+	G185E-7978		-
TU185E-5234	166910	167290	+	G185E-4257		-
TU185E-5356	467459	468001	-	G185E-4512		-
TU185E-7701	167271	167681	-	G185E-4258		-
TU185E-6320	2517771	2522164	+	G185E-6463 ; G185E-6462 ; G185E-6461 ; G185E-6460	PWY0-1264 ; PWY-4381;PWY-5971 ; PWY-5989 ; PWY-6113 ; PWYG-321;PWY-6113 	fatty acid biosynthesis initiation I;biotin-carboxyl carrier protein assembly;-;mycolate biosynthesis;superpathway of mycolate biosynthesis;stearate biosynthesis II (bacteria and plants);palmitate biosynthesis II (bacteria and plants);mycolate biosynthesis;superpathway of mycolate biosynthesis
TU185E-5724	1186904	1187323	-	G185E-5226		-
TU185E-6688	3243697	3276217	+	G185E-7192 ; G185E-7191 ; G185E-7190 ; G185E-7189 ; G185E-7188 ; G185E-7187 ; G185E-7186 ; G185E-7185 ; G185E-7184 ; G185E-7183	PWY-7741;PWY-7744 ; PWY-7743;PWY-7741 ; PWY-7742	-;phthiocerol biosynthesis;phenolphthiocerol biosynthesis;phthiocerol biosynthesis
TU185E-7053	4110827	4112329	+	G185E-7953 ; G185E-7952		-
TU185E-5218	133020	133769	+	G185E-4227		-
TU185E-5340	438822	439649	+	G185E-4485		-
TU185E-7685	257783	258856	-	G185E-4335	PWY0-1337 ; FAO-PWY	fatty acid &beta;-oxidation I;oleate &beta;-oxidation
TU185E-6304	2481965	2484531	+	G185E-6426 ; G185E-6425	PWY-5482 ; PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA;pyruvate fermentation to acetate II;-
TU185E-5708	1162549	1163376	-	G185E-5200		-
TU185E-6672	3211803	3212108	-	G185E-7153		-
TU185E-7037	4081365	4081437	-	G185E-7923	PWY0-1479 ; TRNA-CHARGING-PWY	tRNA charging
TU185E-5202	85636	86466	-	G185E-4192	PWY-7895	ethionamide activation
TU185E-7405	2536572	2538350	-	G185E-6481		-
TU185E-5324	387888	389154	+	G185E-4445 ; G185E-4444	PWY0-166 ; PWY-7187	;superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (E. coli);-
TU185E-7669	378657	379148	-	G185E-4433		-
TU185E-6288	2447066	2447500	-	G185E-6395		-
TU185E-5692	1130191	1131421	+	G185E-5170 ; G185E-5169		-
TU185E-6656	3177537	3178085	+	G185E-7118 ; G185E-7117		-
TU185E-7021	4054812	4055123	-	G185E-7894		-
TU185E-5186	53663	57973	+	G185E-4166 ; G185E-4165 ; G185E-4164	PWY0-1586	peptidoglycan maturation (<i>meso</i>-diaminopimelate containing);-
TU185E-7389	2698529	2700457	+	G185E-6632	PWY0-1466 ; PWY0-1182	trehalose degradation VI (periplasmic);trehalose degradation II (cytosolic)
TU185E-5308	361334	363109	+	G185E-4420		-
TU185E-7653	479789	480160	+	G185E-4526		-
TU185E-6272	2421643	2422278	-	G185E-6368		-
TU185E-5676	1101803	1106276	+	G185E-5145 ; G185E-5144 ; G185E-5143		-
TU185E-6640	3135788	3137224	-	G185E-7081 ; G185E-7080 ; G185E-7079 ; G185E-7078		-
TU185E-7005	4026444	4028967	+	G185E-7864 ; G185E-7863		-
TU185E-5170	29722	31068	+	G185E-4140		-
TU185E-7373	2851751	2852671	-	G185E-6766		-
TU185E-5292	305825	309547	-	G185E-4378 ; G185E-4377 ; G185E-4376	P381-PWY ; PWY-7962; COBALSYN-PWY ; PWY-7962 ; PWY-7971	adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide;adenosylcobalamin biosynthesis II (aerobic);adenosylcobinamide-GDP salvage from cobinamide I;superpathway of adenosylcobalamin salvage from cobinamide I;adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide;adenosylcobalamin biosynthesis II (aerobic);-
TU185E-7637	677125	677616	-	G185E-4714		-
TU185E-6256	2388616	2390288	+	G185E-6334 ; G185E-6333		-
TU185E-5660	1067561	1069776	+	G185E-5112 ; G185E-5111	PWY-6277 ; FOLSYN-PWY ; PWY-6121 ; PWY-6613	-;superpathway of 5-aminoimidazole ribonucleotide biosynthesis;5-aminoimidazole ribonucleotide biosynthesis I;superpathway of tetrahydrofolate biosynthesis and salvage;tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate
TU185E-6624	3102364	3104911	-	G185E-7044 ; G185E-7043 ; G185E-7042	PWY-6012-1	acyl carrier protein activation;-
TU185E-6989	3987382	3989098	-	G185E-7826 ; G185E-7825		-
TU185E-2197	3115741	3116142	-	G185E-7060	-	-
TU185E-7357	2998052	2999968	-	G185E-6930	PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I
TU185E-5276	276058	277764	+	G185E-4351	PWY0-1337 ; FAO-PWY	fatty acid &beta;-oxidation I;oleate &beta;-oxidation
TU185E-7621	868984	869763	-	G185E-4924		-
TU185E-6240	2352103	2353297	-	G185E-6300 ; G185E-6299		-
TU185E-5644	1027104	1029337	+	G185E-5077 ; G185E-5076		-
TU185E-5641	1024211	1025184	+	G185E-5073 ; G185E-5072		-
TU185E-6605	3070170	3073056	-	G185E-7011 ; G185E-7010 ; G185E-7009 ; G185E-7008 ; G185E-7007 ; G185E-7006		-
TU185E-6970	3922471	3926398	+	G185E-7783 ; G185E-7782 ; G185E-7781	PWY0-42 ; FAO-PWY ; PWY0-1337 ; PWY-5971 ; P221-PWY ; PWY-5989;PWY-6947 ; PWY-6945 ; PWY-6946	stearate biosynthesis II (bacteria and plants);palmitate biosynthesis II (bacteria and plants);octane oxidation;2-methylcitrate cycle I;fatty acid &beta;-oxidation I;oleate &beta;-oxidation;superpathway of cholesterol degradation II (cholesterol dehydrogenase);;cholesterol degradation to androstenedione I (cholesterol oxidase)
TU185E-7338	3112465	3113094	-	G185E-7054		-
TU185E-5257	221871	222161	+	G185E-4309		-
TU185E-7602	948559	949395	+	G185E-5006	PWY0-42 ; FAO-PWY ; PWY0-1337 ; PWY-5971 ; P221-PWY ; PWY-5989	stearate biosynthesis II (bacteria and plants);palmitate biosynthesis II (bacteria and plants);octane oxidation;2-methylcitrate cycle I;fatty acid &beta;-oxidation I;oleate &beta;-oxidation
