Locus	Name	Product	type	start	end	strand	snpEff_locus_id
Rv1380	pyrB	Probable aspartate carbamoyltransferase PyrB (ATCase) (aspartate transcarbamylase)	CDS	1553232	1554191	+	CDS_NC_000962.3_1553232_1554191
Rv1383	carA	Probable carbamoyl-phosphate synthase small chain CarA (carbamoyl-phosphate synthetase glutamine chain)	CDS	1555971	1557101	+	CDS_NC_000962.3_1555971_1557101
Rv1384	carB	Probable carbamoyl-phosphate synthase large chain CarB (carbamoyl-phosphate synthetase ammonia chain)	CDS	1557101	1560448	+	CDS_NC_000962.3_1557101_1560448
Rv1387	PPE20	PPE family protein PPE20	CDS	1561769	1563388	+	CDS_NC_000962.3_1561769_1563388
Rv1391	dfp	Probable DNA/pantothenate metabolism flavoprotein homolog Dfp	CDS	1565441	1566697	+	CDS_NC_000962.3_1565441_1566697
Rv1392	metK	Probable S-adenosylmethionine synthetase MetK (mat) (AdoMet synthetase) (methionine adenosyltransferase)	CDS	1566825	1568036	+	CDS_NC_000962.3_1566825_1568036
Rv1395	Rv1395	Transcriptional regulatory protein	CDS	1571047	1572081	+	CDS_NC_000962.3_1571047_1572081
Rv2452c	Rv2452c	Hypothetical protein	CDS	2752848	2752994	-	CDS_NC_000962.3_2752848_2752994
Rv1403c	Rv1403c	Putative methyltransferase	CDS	1579598	1580422	-	CDS_NC_000962.3_1579598_1580422
Rv1406	fmt	Probable methionyl-tRNA formyltransferase Fmt	CDS	1582166	1583104	+	CDS_NC_000962.3_1582166_1583104
Rv1409	ribG	Probable bifunctional riboflavin biosynthesis protein RibG : diaminohydroxyphosphoribosylaminopyrimidine deaminase (riboflavin-specific deaminase) + 5-amino-6-(5-phosphoribosylamino) uracil reductase (HTP reductase)	CDS	1585194	1586213	+	CDS_NC_000962.3_1585194_1586213
Rv1411c	lprG	Conserved lipoprotein LprG	CDS	1587772	1588482	-	CDS_NC_000962.3_1587772_1588482
Rv1416	ribH	Probable riboflavin synthase beta chain RibH (6,7-dimethyl-8-ribityllumazine synthase) (DMRL synthase) (lumazine synthase)	CDS	1591671	1592153	+	CDS_NC_000962.3_1591671_1592153
Rv1420	uvrC	Probable excinuclease ABC (subunit C - nuclease) UvrC	CDS	1594042	1595982	+	CDS_NC_000962.3_1594042_1595982
Rv1423	whiA	Probable transcriptional regulatory protein WhiA	CDS	1597906	1598883	+	CDS_NC_000962.3_1597906_1598883
Rv1435c	Rv1435c	Probable conserved proline, glycine, valine-rich secreted protein	CDS	1612342	1612950	-	CDS_NC_000962.3_1612342_1612950
Rv1436	gap	Probable glyceraldehyde 3-phosphate dehydrogenase Gap (GAPDH)	CDS	1613307	1614326	+	CDS_NC_000962.3_1613307_1614326
Rv2571c	Rv2571c	Probable transmembrane alanine and valine and leucine rich protein	CDS	2894893	2895960	-	CDS_NC_000962.3_2894893_2895960
Rv1447c	zwf2	Probable glucose-6-phosphate 1-dehydrogenase Zwf2 (G6PD)	CDS	1625418	1626962	-	CDS_NC_000962.3_1625418_1626962
Rv1449c	tkt	Transketolase Tkt (TK)	CDS	1628097	1630199	-	CDS_NC_000962.3_1628097_1630199
Rv1452c	PE_PGRS28	PE-PGRS family protein PE_PGRS28	CDS	1636004	1638229	-	CDS_NC_000962.3_1636004_1638229
Rv1459c	Rv1459c	Possible conserved integral membrane protein	CDS	1644363	1646138	-	CDS_NC_000962.3_1644363_1646138
Rv1461	Rv1461	Conserved protein	CDS	1646989	1649529	+	CDS_NC_000962.3_1646989_1649529
Rv1464	csd	Probable cysteine desulfurase Csd	CDS	1651518	1652771	+	CDS_NC_000962.3_1651518_1652771
Rv1467c	fadE15	Probable acyl-CoA dehydrogenase FadE15	CDS	1653673	1655502	-	CDS_NC_000962.3_1653673_1655502
Rv1490	Rv1490	Probable membrane protein	CDS	1679322	1680629	+	CDS_NC_000962.3_1679322_1680629
Rv1469	ctpD	Probable cation transporter P-type ATPase D CtpD	CDS	1656963	1658936	+	CDS_NC_000962.3_1656963_1658936
Rv1471	trxB1	Probable thioredoxin TrxB1	CDS	1659370	1659741	+	CDS_NC_000962.3_1659370_1659741
Rv1472	echA12	Possible enoyl-CoA hydratase EchA12 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	CDS	1659763	1660620	+	CDS_NC_000962.3_1659763_1660620
Rv1474c	Rv1474c	Probable transcriptional regulatory protein	CDS	1662641	1663204	-	CDS_NC_000962.3_1662641_1663204
Rv1477	ripA	Peptidoglycan hydrolase	CDS	1666990	1668408	+	CDS_NC_000962.3_1666990_1668408
Rv1489	Rv1489	Conserved protein	CDS	1678552	1678908	+	CDS_NC_000962.3_1678552_1678908
Rv1482c	Rv1482c	Conserved hypothetical protein	CDS	1672457	1673299	-	CDS_NC_000962.3_1672457_1673299
Rv1484	inhA	NADH-dependent enoyl-[acyl-carrier-protein] reductase InhA (NADH-dependent enoyl-ACP reductase)	CDS	1674202	1675011	+	CDS_NC_000962.3_1674202_1675011
Rv1488	Rv1488	Possible exported conserved protein	CDS	1677397	1678542	+	CDS_NC_000962.3_1677397_1678542
Rv1491c	Rv1491c	Conserved membrane protein	CDS	1681208	1681966	-	CDS_NC_000962.3_1681208_1681966
Rv1492	mutA	Probable methylmalonyl-CoA mutase small subunit MutA (MCM)	CDS	1682157	1684004	+	CDS_NC_000962.3_1682157_1684004
Rv1499	Rv1499	Hypothetical protein	CDS	1690407	1690805	+	CDS_NC_000962.3_1690407_1690805
Rv1500	Rv1500	Probable glycosyltransferase	CDS	1690850	1691878	+	CDS_NC_000962.3_1690850_1691878
Rv1511	gmdA	GDP-D-mannose dehydratase GmdA (GDP-mannose 4,6 dehydratase) (GMD)	CDS	1703074	1704096	+	CDS_NC_000962.3_1703074_1704096
Rv1512	epiA	Probable nucleotide-sugar epimerase EpiA	CDS	1704093	1705061	+	CDS_NC_000962.3_1704093_1705061
Rv1521	fadD25	Probable fatty-acid-AMP ligase FadD25 (fatty-acid-AMP synthetase) (fatty-acid-AMP synthase)	CDS	1712302	1714053	+	CDS_NC_000962.3_1712302_1714053
Rv1522c	mmpL12	Probable conserved transmembrane transport protein MmpL12	CDS	1714172	1717612	-	CDS_NC_000962.3_1714172_1717612
Rv1526c	Rv1526c	Probable glycosyltransferase	CDS	1720780	1722060	-	CDS_NC_000962.3_1720780_1722060
Rv1550	fadD11	Probable fatty-acid-CoA ligase FadD11 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	CDS	1753716	1755431	+	CDS_NC_000962.3_1753716_1755431
Rv1537	dinX	Probable DNA polymerase IV DinX (pol IV 1) (DNA nucleotidyltransferase (DNA-directed))	CDS	1739856	1741247	+	CDS_NC_000962.3_1739856_1741247
Rv1548c	PPE21	PPE family protein PPE21	CDS	1751297	1753333	-	CDS_NC_000962.3_1751297_1753333
Rv1552	frdA	Probable fumarate reductase [flavoprotein subunit] FrdA (fumarate dehydrogenase) (fumaric hydrogenase)	CDS	1757681	1759432	+	CDS_NC_000962.3_1757681_1759432
Rv1557	mmpL6	Probable conserved transmembrane transport protein MmpL6	CDS	1761744	1762937	+	CDS_NC_000962.3_1761744_1762937
Rv1562c	treZ	Maltooligosyltrehalose trehalohydrolase TreZ	CDS	1765400	1767142	-	CDS_NC_000962.3_1765400_1767142
Rv1564c	treX	Probable maltooligosyltrehalose synthase TreX	CDS	1769436	1771601	-	CDS_NC_000962.3_1769436_1771601
Rv1565c	Rv1565c	Conserved hypothetical membrane protein	CDS	1771640	1773829	-	CDS_NC_000962.3_1771640_1773829
Rv1568	bioA	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase BioA	CDS	1775392	1776705	+	CDS_NC_000962.3_1775392_1776705
Rv1576c	Rv1576c	Probable PhiRv1 phage protein	CDS	1780643	1782064	-	CDS_NC_000962.3_1780643_1782064
Rv1579c	Rv1579c	Probable PhiRv1 phage protein	CDS	1783309	1783623	-	CDS_NC_000962.3_1783309_1783623
Rv1580c	Rv1580c	Probable PhiRv1 phage protein	CDS	1783620	1783892	-	CDS_NC_000962.3_1783620_1783892
Rv1582c	Rv1582c	Probable PhiRv1 phage protein	CDS	1784497	1785912	-	CDS_NC_000962.3_1784497_1785912
Rv1586c	Rv1586c	Probable PhiRv1 integrase	CDS	1787096	1788505	-	CDS_NC_000962.3_1787096_1788505
Rv1601	hisB	Probable imidazole glycerol-phosphate dehydratase HisB	CDS	1802035	1802667	+	CDS_NC_000962.3_1802035_1802667
Rv1593c	Rv1593c	Conserved protein	CDS	1793997	1794707	-	CDS_NC_000962.3_1793997_1794707
Rv1595	nadB	Probable L-aspartate oxidase NadB	CDS	1795805	1797388	+	CDS_NC_000962.3_1795805_1797388
Rv1600	hisC1	Probable histidinol-phosphate aminotransferase HisC1	CDS	1800896	1802038	+	CDS_NC_000962.3_1800896_1802038
Rv1666c	cyp139	Probable cytochrome P450 139 Cyp139	CDS	1892270	1893562	-	CDS_NC_000962.3_1892270_1893562
Rv1606	hisI	Probable phosphoribosyl-AMP 1,6 cyclohydrolase HisI	CDS	1805653	1806000	+	CDS_NC_000962.3_1805653_1806000
Rv1607	chaA	Probable ionic transporter integral membrane protein ChaA	CDS	1806181	1807263	+	CDS_NC_000962.3_1806181_1807263
Rv1609	trpE	Anthranilate synthase component I TrpE (glutamine amidotransferase)	CDS	1807903	1809453	+	CDS_NC_000962.3_1807903_1809453
Rv1612	trpB	Tryptophan synthase, beta subunit TrpB	CDS	1811127	1812359	+	CDS_NC_000962.3_1811127_1812359
Rv1620c	cydC	Probable 'component linked with the assembly of cytochrome' transport transmembrane ATP-binding protein ABC transporter CydC	CDS	1819963	1821693	-	CDS_NC_000962.3_1819963_1821693
Rv1623c	cydA	Probable integral membrane cytochrome D ubiquinol oxidase (subunit I) CydA (cytochrome BD-I oxidase subunit I)	CDS	1824430	1825887	-	CDS_NC_000962.3_1824430_1825887
Rv1625c	cya	Membrane-anchored adenylyl cyclase Cya (ATP pyrophosphate-lyase) (adenylate cyclase)	CDS	1826614	1827945	-	CDS_NC_000962.3_1826614_1827945
Rv1629	polA	Probable DNA polymerase I PolA	CDS	1830665	1833379	+	CDS_NC_000962.3_1830665_1833379
Rv1630	rpsA	30S ribosomal protein S1 RpsA	CDS	1833542	1834987	+	CDS_NC_000962.3_1833542_1834987
Rv1633	uvrB	Probable excinuclease ABC (subunit B - helicase) UvrB	CDS	1837075	1839171	+	CDS_NC_000962.3_1837075_1839171
Rv1641	infC	Probable initiation factor if-3 InfC	CDS	1852273	1852878	+	CDS_NC_000962.3_1852273_1852878
Rv1650	pheT	Probable phenylalanyl-tRNA synthetase, beta chain PheT	CDS	1859758	1862253	+	CDS_NC_000962.3_1859758_1862253
Rv1651c	PE_PGRS30	PE-PGRS family protein PE_PGRS30	CDS	1862347	1865382	-	CDS_NC_000962.3_1862347_1865382
Rv1657	argR	Probable arginine repressor ArgR (AHRC)	CDS	1870842	1871354	+	CDS_NC_000962.3_1870842_1871354
Rv1663	pks17	Probable polyketide synthase Pks17	CDS	1886512	1888020	+	CDS_NC_000962.3_1886512_1888020
Rv1665	pks11	Chalcone synthase Pks11	CDS	1891226	1892287	+	CDS_NC_000962.3_1891226_1892287
Rv1672c	Rv1672c	Probable conserved integral membrane transport protein	CDS	1896876	1898207	-	CDS_NC_000962.3_1896876_1898207
Rv1679	fadE16	Possible acyl-CoA dehydrogenase FadE16	CDS	1903299	1904420	+	CDS_NC_000962.3_1903299_1904420
Rv1683	Rv1683	Possible bifunctional enzyme	CDS	1907594	1910593	+	CDS_NC_000962.3_1907594_1910593
Rv1687c	Rv1687c	Probable conserved ATP-binding protein ABC transporter	CDS	1912153	1912920	-	CDS_NC_000962.3_1912153_1912920
Rv1694	tlyA	2'-O-methyltransferase TlyA	CDS	1917940	1918746	+	CDS_NC_000962.3_1917940_1918746
Rv1703c	Rv1703c	Probable catechol-O-methyltransferase	CDS	1929131	1929721	-	CDS_NC_000962.3_1929131_1929721
Rv1704c	cycA	Probable D-serine/alanine/glycine transporter protein CycA	CDS	1929786	1931456	-	CDS_NC_000962.3_1929786_1931456
Rv1707	Rv1707	Probable conserved transmembrane protein	CDS	1934882	1936342	+	CDS_NC_000962.3_1934882_1936342
Rv1715	fadB3	Probable 3-hydroxybutyryl-CoA dehydrogenase FadB3 (beta-hydroxybutyryl-CoA dehydrogenase) (BHBD)	CDS	1942659	1943573	+	CDS_NC_000962.3_1942659_1943573
Rv1722	Rv1722	Possible carboxylase	CDS	1947861	1949345	+	CDS_NC_000962.3_1947861_1949345
Rv2688c	Rv2688c	Antibiotic-transport ATP-binding protein ABC transporter	CDS	3004745	3005650	-	CDS_NC_000962.3_3004745_3005650
Rv1729c	Rv1729c	Possible S-adenosylmethionine-dependent methyltransferase	CDS	1954631	1955569	-	CDS_NC_000962.3_1954631_1955569
Rv1731	gabD2	Possible succinate-semialdehyde dehydrogenase [NADP+] dependent (SSDH) GabD2	CDS	1957677	1959233	+	CDS_NC_000962.3_1957677_1959233
Rv1736c	narX	Probable nitrate reductase NarX	CDS	1962228	1964186	-	CDS_NC_000962.3_1962228_1964186
Rv1737c	narK2	Possible nitrate/nitrite transporter NarK2	CDS	1964183	1965370	-	CDS_NC_000962.3_1964183_1965370
Rv1739c	Rv1739c	Probable sulphate-transport transmembrane protein ABC transporter	CDS	1965955	1967637	-	CDS_NC_000962.3_1965955_1967637
Rv2722	Rv2722	Conserved hypothetical protein	CDS	3034635	3034883	+	CDS_NC_000962.3_3034635_3034883
Rv1743	pknE	Probable transmembrane serine/threonine-protein kinase E PknE (protein kinase E) (STPK E)	CDS	1969004	1970704	+	CDS_NC_000962.3_1969004_1970704
Rv1750c	fadD1	Possible fatty-acid-CoA ligase FadD1 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	CDS	1977969	1979567	-	CDS_NC_000962.3_1977969_1979567
Rv1757c	Rv1757c	Putative transposase for insertion sequence element IS6110 (fragment)	CDS	1988680	1989006	-	CDS_NC_000962.3_1988680_1989006
Rv3065	mmr	Multidrugs-transport integral membrane protein Mmr	CDS	3430387	3430710	+	CDS_NC_000962.3_3430387_3430710
Rv1759c	wag22	PE-PGRS family protein Wag22	CDS	1989833	1992577	-	CDS_NC_000962.3_1989833_1992577
Rv1764	Rv1764	Putative transposase	CDS	1996427	1997413	+	CDS_NC_000962.3_1996427_1997413
Rv1771	Rv1771	L-gulono-1,4-lactone dehydrogenase	CDS	2005161	2006447	+	CDS_NC_000962.3_2005161_2006447
Rv1777	cyp144	Probable cytochrome P450 144 Cyp144	CDS	2010656	2011960	+	CDS_NC_000962.3_2010656_2011960
Rv1781c	malQ	Probable 4-alpha-glucanotransferase MalQ (amylomaltase) (disproportionating enzyme) (D-enzyme)	CDS	2015302	2017476	-	CDS_NC_000962.3_2015302_2017476
Rv1790	PPE27	PPE family protein PPE27	CDS	2028425	2029477	+	CDS_NC_000962.3_2028425_2029477
Rv3324c	moaC3	Probable molybdenum cofactor biosynthesis protein C 3 MoaC3	CDS	3709715	3710248	-	CDS_NC_000962.3_3709715_3710248
Rv1794	Rv1794	Conserved protein	CDS	2031066	2031968	+	CDS_NC_000962.3_2031066_2031968
Rv1796	mycP5	Probable proline rich membrane-anchored mycosin MycP5 (serine protease) (subtilisin-like protease) (subtilase-like) (mycosin-5)	CDS	2033729	2035486	+	CDS_NC_000962.3_2033729_2035486
Rv1797	eccE5	ESX conserved component EccE5. ESX-5 type VII secretion system protein. Probable membrane protein.	CDS	2035483	2036703	+	CDS_NC_000962.3_2035483_2036703
Rv1798	eccA5	ESX conserved component EccA5. ESX-5 type VII secretion system protein.	CDS	2036700	2038532	+	CDS_NC_000962.3_2036700_2038532
Rv1803c	PE_PGRS32	PE-PGRS family protein PE_PGRS32	CDS	2044923	2046842	-	CDS_NC_000962.3_2044923_2046842
Rv1809	PPE33	PPE family protein PPE33	CDS	2051282	2052688	+	CDS_NC_000962.3_2051282_2052688
Rv1814	erg3	Membrane-bound C-5 sterol desaturase Erg3 (sterol-C5-desaturase)	CDS	2056521	2057423	+	CDS_NC_000962.3_2056521_2057423
Rv1819c	bacA	Probable drug-transport transmembrane ATP-binding protein ABC transporter BacA	CDS	2062809	2064728	-	CDS_NC_000962.3_2062809_2064728
Rv3325	Rv3325	Probable transposase for insertion sequence element IS6110 (fragment)	CDS	3710433	3710759	+	CDS_NC_000962.3_3710433_3710759
Rv1821	secA2	Possible preprotein translocase ATPase SecA2	CDS	2066457	2068883	+	CDS_NC_000962.3_2066457_2068883
Rv1826	gcvH	Probable glycine cleavage system H protein GcvH	CDS	2071952	2072356	+	CDS_NC_000962.3_2071952_2072356
Rv1832	gcvB	Probable glycine dehydrogenase GcvB (glycine decarboxylase) (glycine cleavage system P-protein)	CDS	2075877	2078702	+	CDS_NC_000962.3_2075877_2078702
Rv1836c	Rv1836c	Conserved protein	CDS	2082603	2084636	-	CDS_NC_000962.3_2082603_2084636
Rv1840c	PE_PGRS34	PE-PGRS family protein PE_PGRS34	CDS	2087971	2089518	-	CDS_NC_000962.3_2087971_2089518
Rv1842c	Rv1842c	Conserved hypothetical membrane protein	CDS	2090718	2092085	-	CDS_NC_000962.3_2090718_2092085
Rv1844c	gnd1	Probable 6-phosphogluconate dehydrogenase Gnd1	CDS	2093731	2095188	-	CDS_NC_000962.3_2093731_2095188
Rv1850	ureC	Urease alpha subunit UreC (urea amidohydrolase)	CDS	2097961	2099694	+	CDS_NC_000962.3_2097961_2099694
Rv1854c	ndh	Probable NADH dehydrogenase Ndh	CDS	2101651	2103042	-	CDS_NC_000962.3_2101651_2103042
Rv1858	modB	Probable molybdenum-transport integral membrane protein ABC transporter ModB	CDS	2105773	2106567	+	CDS_NC_000962.3_2105773_2106567
Rv1859	modC	Probable molybdenum-transport ATP-binding protein ABC transporter ModC	CDS	2106574	2107683	+	CDS_NC_000962.3_2106574_2107683
Rv3382c	lytB1	Probable LYTB-related protein LytB1	CDS	3796448	3797437	-	CDS_NC_000962.3_3796448_3797437
Rv1866	Rv1866	Conserved protein	CDS	2113140	2115476	+	CDS_NC_000962.3_2113140_2115476
Rv1867	Rv1867	Conserved protein	CDS	2115764	2117248	+	CDS_NC_000962.3_2115764_2117248
Rv1872c	lldD2	Possible L-lactate dehydrogenase (cytochrome) LldD2	CDS	2121907	2123151	-	CDS_NC_000962.3_2121907_2123151
Rv1876	bfrA	Probable bacterioferritin BfrA	CDS	2125340	2125819	+	CDS_NC_000962.3_2125340_2125819
Rv1877	Rv1877	Probable conserved integral membrane protein	CDS	2125904	2127967	+	CDS_NC_000962.3_2125904_2127967
Rv1879	Rv1879	Conserved hypothetical protein	CDS	2129377	2130513	+	CDS_NC_000962.3_2129377_2130513
Rv1880c	cyp140	Probable cytochrome P450 140 Cyp140	CDS	2130541	2131857	-	CDS_NC_000962.3_2130541_2131857
Rv1882c	Rv1882c	Probable short-chain type dehydrogenase/reductase	CDS	2132370	2133203	-	CDS_NC_000962.3_2132370_2133203
Rv1886c	fbpB	Secreted antigen 85-B FbpB (85B) (antigen 85 complex B) (mycolyl transferase 85B) (fibronectin-binding protein B) (extracellular alpha-antigen)	CDS	2134890	2135867	-	CDS_NC_000962.3_2134890_2135867
Rv1942c	mazF5	Possible toxin MazF5	CDS	2194644	2194973	-	CDS_NC_000962.3_2194644_2194973
Rv1894c	Rv1894c	Conserved hypothetical protein	CDS	2140739	2141869	-	CDS_NC_000962.3_2140739_2141869
Rv1900c	lipJ	Probable lignin peroxidase LipJ	CDS	2146245	2147633	-	CDS_NC_000962.3_2146245_2147633
Rv1907c	Rv1907c	Hypothetical protein	CDS	2153235	2153882	-	CDS_NC_000962.3_2153235_2153882
Rv1908c	katG	Catalase-peroxidase-peroxynitritase T KatG	CDS	2153889	2156111	-	CDS_NC_000962.3_2153889_2156111
Rv1912c	fadB5	Possible oxidoreductase FadB5	CDS	2158087	2159091	-	CDS_NC_000962.3_2158087_2159091
Rv1916	aceAb	Probable isocitrate lyase AceAb [second part] (isocitrase) (isocitratase) (Icl)	CDS	2161566	2162762	+	CDS_NC_000962.3_2161566_2162762
Rv1920	Rv1920	Probable membrane protein	CDS	2171623	2172486	+	CDS_NC_000962.3_2171623_2172486
Rv1922	Rv1922	Probable conserved lipoprotein	CDS	2174067	2175182	+	CDS_NC_000962.3_2174067_2175182
Rv1925	fadD31	Probable acyl-CoA ligase FadD31 (acyl-CoA synthetase) (acyl-CoA synthase)	CDS	2177087	2178949	+	CDS_NC_000962.3_2177087_2178949
Rv1927	Rv1927	Conserved hypothetical protein	CDS	2179673	2180446	+	CDS_NC_000962.3_2179673_2180446
Rv1928c	Rv1928c	Probable short-chain type dehydrogenase/reductase	CDS	2180450	2181217	-	CDS_NC_000962.3_2180450_2181217
Rv1934c	fadE17	Probable acyl-CoA dehydrogenase FadE17	CDS	2184959	2186188	-	CDS_NC_000962.3_2184959_2186188
Rv1937	Rv1937	Possible oxygenase	CDS	2188496	2191015	+	CDS_NC_000962.3_2188496_2191015
Rv1939	Rv1939	Probable oxidoreductase	CDS	2192094	2192609	+	CDS_NC_000962.3_2192094_2192609
Rv1956	higA	Possible antitoxin HigA	CDS	2202138	2202587	+	CDS_NC_000962.3_2202138_2202587
Rv1963c	mce3R	Probable transcriptional repressor (probably TetR-family) Mce3R	CDS	2205582	2206802	-	CDS_NC_000962.3_2205582_2206802
Rv1965	yrbE3B	Conserved hypothetical integral membrane protein YrbE3B	CDS	2208507	2209322	+	CDS_NC_000962.3_2208507_2209322
Rv1966	mce3A	Mce-family protein Mce3A	CDS	2209327	2210604	+	CDS_NC_000962.3_2209327_2210604
Rv1968	mce3C	Mce-family protein Mce3C	CDS	2211626	2212858	+	CDS_NC_000962.3_2211626_2212858
Rv1977	Rv1977	Conserved protein	CDS	2219754	2220800	+	CDS_NC_000962.3_2219754_2220800
Rv1992c	ctpG	Probable metal cation transporter P-type ATPase G CtpG	CDS	2234991	2237306	-	CDS_NC_000962.3_2234991_2237306
Rv1981c	nrdF1	Ribonucleoside-diphosphate reductase (beta chain) NrdF1 (ribonucleotide reductase small subunit) (R2F protein)	CDS	2224220	2225188	-	CDS_NC_000962.3_2224220_2225188
Rv1983	PE_PGRS35	PE-PGRS family protein PE_PGRS35	CDS	2226244	2227920	+	CDS_NC_000962.3_2226244_2227920
Rv1999c	Rv1999c	Probable conserved integral membrane protein	CDS	2243816	2245138	-	CDS_NC_000962.3_2243816_2245138
Rv2017	Rv2017	Transcriptional regulatory protein	CDS	2263998	2265038	+	CDS_NC_000962.3_2263998_2265038
Rv2024c	Rv2024c	Conserved hypothetical protein	CDS	2268693	2270240	-	CDS_NC_000962.3_2268693_2270240
Rv2027c	dosT	Two component sensor histidine kinase DosT	CDS	2272787	2274508	-	CDS_NC_000962.3_2272787_2274508
Rv2044c	Rv2044c	Conserved hypothetical protein	CDS	2289282	2289599	-	CDS_NC_000962.3_2289282_2289599
Rv3450c	eccB4	ESX conserved component EccB4. ESX-4 type VII secretion system protein. Probable membrane protein.	CDS	3871084	3872496	-	CDS_NC_000962.3_3871084_3872496
Rv2032	acg	Conserved protein Acg	CDS	2279129	2280124	+	CDS_NC_000962.3_2279129_2280124
Rv2051c	ppm1	Polyprenol-monophosphomannose synthase Ppm1	CDS	2308131	2310755	-	CDS_NC_000962.3_2308131_2310755
Rv2062c	cobN	Cobalamin biosynthesis protein CobN	CDS	2317169	2320753	-	CDS_NC_000962.3_2317169_2320753
Rv2066	cobI	Probable bifunctional protein, CobI-COBJ fusion protein: S-adenosyl-L-methionine-precorrin-2 methyl transferase + precorrin-3 methylase	CDS	2323175	2324701	+	CDS_NC_000962.3_2323175_2324701
Rv2076c	Rv2076c	Conserved hypothetical protein	CDS	2333037	2333288	-	CDS_NC_000962.3_2333037_2333288
Rv2079	Rv2079	Conserved hypothetical protein	CDS	2335355	2337325	+	CDS_NC_000962.3_2335355_2337325
Rv2088	pknJ	Transmembrane serine/threonine-protein kinase J PknJ (protein kinase J) (STPK J)	CDS	2344411	2346180	+	CDS_NC_000962.3_2344411_2346180
Rv2092c	helY	ATP-dependent DNA helicase HelY	CDS	2349334	2352054	-	CDS_NC_000962.3_2349334_2352054
