Transcription-Units	Transcription units - binding sites	Transcription units - promoter of operon	Sequence - coordinates of DNA region	Genes of transcription unit	Ontology -  all instances of class	Ontology - all ancestors of entity	Ontology - all subclasses of class	Regulation - regulator proteins of transcription unit	Transcription units - regulators of operon	Names	Object ID	Direction	Left-End-Position	Citations	Data-Source
TU185E-7248			[TU185E-7248 3,904,622 &larr; 3,905,566]	G185E-7762		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7248	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282574:fulcher	
TU185E-7512			[TU185E-7512 1,638,381 &rarr; 1,639,646]	G185E-5636		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7512	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282587:fulcher	
TU185E-6131			[TU185E-6131 2,115,764 &rarr; 2,117,248]	G185E-6062		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6131	+		:EV-COMP-AINF:3743282520:fulcher	
TU185E-5535			[TU185E-5535 812,976 &rarr; 817,534]	G185E-4868 // G185E-4867 // G185E-4866 // G185E-4865 // G185E-4864 // G185E-4863 // G185E-4862		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5535	+		:EV-COMP-AINF:3743282491:fulcher	
TU185E-6499			[TU185E-6499 2,880,075 &rarr; 2,881,052]	G185E-6800		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6499	+		:EV-COMP-AINF:3743282538:fulcher	
TU185E-5903			[TU185E-5903 1,574,112 &larr; 1,574,767]	G185E-5581 // G185E-5580		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5903	-		:EV-COMP-AINF:3743282509:fulcher	
TU185E-6864			[TU185E-6864 3,676,775 &rarr; 3,682,087]	G185E-7571 // G185E-7570		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6864	+		:EV-COMP-AINF:3743282556:fulcher	
TU185E-7232			[TU185E-7232 4,040,879 &rarr; 4,040,938]	G185E-7875		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7232	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282574:fulcher	
TU185E-7496			[TU185E-7496 1,836,387 &larr; 1,836,830]	G185E-5821		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7496	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282586:fulcher	
TU185E-6115			[TU185E-6115 2,080,701 &larr; 2,084,636]	G185E-6031 // G185E-6030		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6115	-		:EV-COMP-AINF:3743282520:fulcher	
TU185E-5519			[TU185E-5519 784,821 &rarr; 786,011]	G185E-4828		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5519	+		:EV-COMP-AINF:3743282491:fulcher	
TU185E-6483			[TU185E-6483 2,840,123 &larr; 2,849,332]	G185E-6762		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6483	-		:EV-COMP-AINF:3743282537:fulcher	
TU185E-5887			[TU185E-5887 1,533,948 &larr; 1,537,644]	G185E-5545 // G185E-5544 // G185E-5543 // G185E-5542		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5887	-		:EV-COMP-AINF:3743282508:fulcher	
TU185E-6848			[TU185E-6848 3,640,543 &rarr; 3,642,881]	G185E-7536 // G185E-7535		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6848	+		:EV-COMP-AINF:3743282555:fulcher	
TU185E-7216			[TU185E-7216 4,161,815 &larr; 4,162,258]	G185E-8005		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7216	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282573:fulcher	
TU185E-7480			[TU185E-7480 1,989,833 &larr; 1,992,577]	G185E-5954		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7480	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282586:fulcher	
TU185E-6099			[TU185E-6099 2,053,443 &rarr; 2,054,147]	G185E-6006		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6099	+		:EV-COMP-AINF:3743282519:fulcher	
TU185E-5503			[TU185E-5503 750,000 &rarr; 752,596]	G185E-4798 // G185E-4797		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5503	+		:EV-COMP-AINF:3743282490:fulcher	
TU185E-6467			[TU185E-6467 2,797,467 &larr; 2,801,145]	G185E-6725 // G185E-6724		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6467	-		:EV-COMP-AINF:3743282536:fulcher	
TU185E-5871			[TU185E-5871 1,488,154 &larr; 1,489,965]	G185E-5504		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5871	-		:EV-COMP-AINF:3743282508:fulcher	
TU185E-6832			[TU185E-6832 3,607,112 &larr; 3,608,254]	G185E-7504		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6832	-		:EV-COMP-AINF:3743282554:fulcher	
TU185E-7200			[TU185E-7200 4,305,757 &rarr; 4,306,239]	G185E-8127		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7200	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282572:fulcher	
TU185E-7464			[TU185E-7464 2,159,191 &rarr; 2,159,943]	G185E-6110		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7464	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282585:fulcher	
TU185E-6083			[TU185E-6083 2,030,347 &rarr; 2,030,643]	G185E-5987		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6083	+		:EV-COMP-AINF:3743282518:fulcher	
TU185E-5487			[TU185E-5487 718,761 &larr; 719,912]	G185E-4766		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5487	-		:EV-COMP-AINF:3743282489:fulcher	
TU185E-6451			[TU185E-6451 2,765,541 &rarr; 2,765,611]	G185E-6696		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6451	+		:EV-COMP-AINF:3743282535:fulcher	
TU185E-5855			[TU185E-5855 1,455,495 &rarr; 1,458,211]	G185E-5475 // G185E-5474 // G185E-5473		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5855	+		:EV-COMP-AINF:3743282507:fulcher	
TU185E-6816			[TU185E-6816 3,573,731 &larr; 3,580,200]	G185E-7472 // G185E-7471		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6816	-		:EV-COMP-AINF:3743282554:fulcher	
TU185E-7184			[TU185E-7184 4,393,449 &rarr; 4,401,634]	G185E-8210 // G185E-8209 // G185E-8208 // G185E-8207 // G185E-8206		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7184	+		:EV-COMP-AINF:3743282572:fulcher	
TU185E-7448			[TU185E-7448 2,252,002 &rarr; 2,255,985]	G185E-6208		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7448	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282584:fulcher	
TU185E-6067			[TU185E-6067 1,997,418 &larr; 1,998,515]	G185E-5960		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6067	-		:EV-COMP-AINF:3743282517:fulcher	
TU185E-5471			[TU185E-5471 699,038 &larr; 699,799]	G185E-4737		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5471	-		:EV-COMP-AINF:3743282489:fulcher	
TU185E-6435			[TU185E-6435 2,728,437 &larr; 2,732,749]	G185E-6666 // G185E-6665 // G185E-6664 // G185E-6663		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6435	-		:EV-COMP-AINF:3743282535:fulcher	
TU185E-5839			[TU185E-5839 1,419,014 &larr; 1,419,748]	G185E-5442		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5839	-		:EV-COMP-AINF:3743282506:fulcher	
TU185E-6800			[TU185E-6800 3,546,438 &rarr; 3,546,797]	G185E-7443		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6800	+		:EV-COMP-AINF:3743282553:fulcher	
TU185E-7168			[TU185E-7168 4,356,693 &rarr; 4,357,535]	G185E-8176		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7168	+		:EV-COMP-AINF:3743282571:fulcher	
TU185E-7432			[TU185E-7432 2,377,470 &larr; 2,378,312]	G185E-6324		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7432	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282583:fulcher	
TU185E-6051			[TU185E-6051 1,962,228 &larr; 1,965,370]	G185E-5932 // G185E-5931		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6051	-		:EV-COMP-AINF:3743282516:fulcher	
TU185E-5455			[TU185E-5455 658,109 &rarr; 658,189]	G185E-4700		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5455	+		:EV-COMP-AINF:3743282488:fulcher	
TU185E-6419			[TU185E-6419 2,704,697 &rarr; 2,705,518]	G185E-6637		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6419	+		:EV-COMP-AINF:3743282534:fulcher	
TU185E-5823			[TU185E-5823 1,388,685 &larr; 1,389,244]	G185E-5418 // G185E-5417		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5823	-		:EV-COMP-AINF:3743282505:fulcher	
TU185E-6784			[TU185E-6784 3,501,794 &rarr; 3,502,936]	G185E-7400		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6784	+		:EV-COMP-AINF:3743282552:fulcher	
TU185E-7152			[TU185E-7152 4,320,704 &rarr; 4,321,327]	G185E-8144		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7152	+		:EV-COMP-AINF:3743282570:fulcher	
TU185E-7416			[TU185E-7416 2,467,053 &larr; 2,468,027]	G185E-6412		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7416	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282583:fulcher	
TU185E-6035			[TU185E-6035 1,929,131 &larr; 1,929,721]	G185E-5894		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6035	-		:EV-COMP-AINF:3743282515:fulcher	
TU185E-5439			[TU185E-5439 631,743 &rarr; 633,034]	G185E-4673 // G185E-4672		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5439	+		:EV-COMP-AINF:3743282487:fulcher	
TU185E-6403			[TU185E-6403 2,655,609 &larr; 2,656,115]	G185E-6602		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6403	-		:EV-COMP-AINF:3743282533:fulcher	
TU185E-5807			[TU185E-5807 1,357,293 &larr; 1,357,625]	G185E-5384		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5807	-		:EV-COMP-AINF:3743282504:fulcher	
TU185E-6768			[TU185E-6768 3,465,778 &larr; 3,467,091]	G185E-7359		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6768	-		:EV-COMP-AINF:3743282551:fulcher	
TU185E-7136			[TU185E-7136 4,274,798 &rarr; 4,276,417]	G185E-8107		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7136	+		:EV-COMP-AINF:3743282569:fulcher	
TU185E-6019			[TU185E-6019 1,892,270 &larr; 1,895,342]	G185E-5858 // G185E-5857 // G185E-5856		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6019	-		:EV-COMP-AINF:3743282515:fulcher	
TU185E-5423			[TU185E-5423 596,759 &rarr; 600,391]	G185E-4640 // G185E-4639 // G185E-4638		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5423	+		:EV-COMP-AINF:3743282486:fulcher	
TU185E-6387			[TU185E-6387 2,626,223 &larr; 2,626,519]	G185E-6573		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6387	-		:EV-COMP-AINF:3743282533:fulcher	
TU185E-5791			[TU185E-5791 1,321,520 &rarr; 1,324,528]	G185E-5352		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5791	+		:EV-COMP-AINF:3743282504:fulcher	
TU185E-6752			[TU185E-6752 3,425,584 &rarr; 3,427,107]	G185E-7323		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6752	+		:EV-COMP-AINF:3743282551:fulcher	
TU185E-7120			[TU185E-7120 4,216,865 &larr; 4,217,056]	G185E-8066 // G185E-8065		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7120	-		:EV-COMP-AINF:3743282568:fulcher	
TU185E-6003			[TU185E-6003 1,828,865 &larr; 1,830,561]	G185E-5817 // G185E-5816		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6003	-		:EV-COMP-AINF:3743282514:fulcher	
TU185E-5407			[TU185E-5407 570,539 &rarr; 571,648]	G185E-4610		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5407	+		:EV-COMP-AINF:3743282486:fulcher	
TU185E-6371			[TU185E-6371 2,599,988 &rarr; 2,600,479]	G185E-6551		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6371	+		:EV-COMP-AINF:3743282532:fulcher	
TU185E-5775			[TU185E-5775 1,274,900 &rarr; 1,275,550]	G185E-5314		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5775	+		:EV-COMP-AINF:3743282503:fulcher	
TU185E-6736			[TU185E-6736 3,396,458 &larr; 3,397,141]	G185E-7297		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6736	-		:EV-COMP-AINF:3743282550:fulcher	
TU185E-7104			[TU185E-7104 4,196,171 &larr; 4,196,506]	G185E-8036		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7104	-		:EV-COMP-AINF:3743282568:fulcher	
TU185E-5987			[TU185E-5987 1,788,162 &larr; 1,789,836]	G185E-5776 // G185E-5775		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5987	-		:EV-COMP-AINF:3743282513:fulcher	
TU185E-5391			[TU185E-5391 549,675 &rarr; 551,689]	G185E-4586 // G185E-4585		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5391	+		:EV-COMP-AINF:3743282485:fulcher	
TU185E-6355			[TU185E-6355 2,574,096 &larr; 2,575,225]	G185E-6522 // G185E-6521		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6355	-		:EV-COMP-AINF:3743282531:fulcher	
TU185E-5759			[TU185E-5759 1,239,416 &rarr; 1,239,984]	G185E-5279 // G185E-5278		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5759	+		:EV-COMP-AINF:3743282502:fulcher	
TU185E-6720			[TU185E-6720 3,357,602 &rarr; 3,358,567]	G185E-7257		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6720	+		:EV-COMP-AINF:3743282549:fulcher	
TU185E-7088			[TU185E-7088 4,169,606 &rarr; 4,170,169]	G185E-8014		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7088	+		:EV-COMP-AINF:3743282567:fulcher	
TU185E-5375			[TU185E-5375 518,733 &rarr; 521,454]	G185E-4558 // G185E-4557 // G185E-4556 // G185E-4555		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5375	+		:EV-COMP-AINF:3743282484:fulcher	
TU185E-7720			[TU185E-7720 25,644 &rarr; 25,726]	G185E-4134		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7720	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282597:fulcher	
TU185E-6339			[TU185E-6339 2,550,065 &rarr; 2,551,326]	G185E-6497 // G185E-6496		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6339	+		:EV-COMP-AINF:3743282530:fulcher	
TU185E-5743			[TU185E-5743 1,215,517 &rarr; 1,215,621]	G185E-5253		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5743	+		:EV-COMP-AINF:3743282501:fulcher	
TU185E-6704			[TU185E-6704 3,319,663 &larr; 3,324,476]	G185E-7223 // G185E-7222 // G185E-7221		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6704	-		:EV-COMP-AINF:3743282548:fulcher	
TU185E-7072			[TU185E-7072 4,140,493 &rarr; 4,142,745]	G185E-7985 // G185E-7984		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7072	+		:EV-COMP-AINF:3743282566:fulcher	
TU185E-5237			[TU185E-5237 172,211 &rarr; 173,143]	G185E-4263		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5237	+		:EV-COMP-AINF:3743282478:fulcher	
TU185E-5359			[TU185E-5359 475,816 &rarr; 476,184]	G185E-4521		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5359	+		:EV-COMP-AINF:3743282483:fulcher	
TU185E-7704			[TU185E-7704 162,644 &larr; 163,249]	G185E-4252		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7704	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282597:fulcher	
TU185E-6323			[TU185E-6323 2,525,402 &rarr; 2,525,821]	G185E-6467		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6323	+		:EV-COMP-AINF:3743282530:fulcher	
TU185E-5727			[TU185E-5727 1,190,757 &larr; 1,192,148]	G185E-5230		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5727	-		:EV-COMP-AINF:3743282501:fulcher	
TU185E-6691			[TU185E-6691 3,289,790 &rarr; 3,290,506]	G185E-7198		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6691	+		:EV-COMP-AINF:3743282547:fulcher	
TU185E-7056			[TU185E-7056 4,116,002 &rarr; 4,116,379]	G185E-7958		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7056	+		:EV-COMP-AINF:3743282565:fulcher	
TU185E-5221			[TU185E-5221 137,319 &rarr; 139,673]	G185E-4232 // G185E-4231 // G185E-4230		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5221	+		:EV-COMP-AINF:3743282477:fulcher	
TU185E-5343			[TU185E-5343 445,314 &larr; 447,046]	G185E-4493 // G185E-4492		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5343	-		:EV-COMP-AINF:3743282482:fulcher	
TU185E-7688			[TU185E-7688 241,976 &larr; 243,214]	G185E-4324		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7688	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282596:fulcher	
TU185E-6307			[TU185E-6307 2,492,402 &larr; 2,493,742]	G185E-6433		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6307	-		:EV-COMP-AINF:3743282529:fulcher	
TU185E-5711			[TU185E-5711 1,165,781 &larr; 1,166,806]	G185E-5203		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5711	-		:EV-COMP-AINF:3743282500:fulcher	
TU185E-6675			[TU185E-6675 3,215,665 &larr; 3,217,643]	G185E-7161 // G185E-7160 // G185E-7159 // G185E-7158		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6675	-		:EV-COMP-AINF:3743282546:fulcher	
TU185E-7040			[TU185E-7040 4,087,610 &larr; 4,088,188]	G185E-7927		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7040	-		:EV-COMP-AINF:3743282564:fulcher	
TU185E-5205			[TU185E-5205 89,575 &rarr; 97,601]	G185E-4205 // G185E-4204 // G185E-4203 // G185E-4202 // G185E-4201 // G185E-4200 // G185E-4199 // G185E-4198		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5205	+		:EV-COMP-AINF:3743282476:fulcher	
TU185E-7408			[TU185E-7408 2,509,489 &rarr; 2,510,256]	G185E-6450		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7408	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282582:fulcher	
TU185E-5327			[TU185E-5327 394,694 &larr; 396,087]	G185E-4454 // G185E-4453		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5327	-		:EV-COMP-AINF:3743282482:fulcher	
TU185E-7672			[TU185E-7672 358,171 &rarr; 358,956]	G185E-4417		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7672	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282595:fulcher	
TU185E-6291			[TU185E-6291 2,451,247 &larr; 2,452,020]	G185E-6399		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6291	-		:EV-COMP-AINF:3743282528:fulcher	
TU185E-5695			[TU185E-5695 1,134,785 &larr; 1,136,481]	G185E-5175 // G185E-5174		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5695	-		:EV-COMP-AINF:3743282499:fulcher	
TU185E-6659			[TU185E-6659 3,183,138 &rarr; 3,183,825]	G185E-7124 // G185E-7123		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6659	+		:EV-COMP-AINF:3743282545:fulcher	
TU185E-7024			[TU185E-7024 4,059,984 &larr; 4,060,591]	G185E-7899 // G185E-7898		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7024	-		:EV-COMP-AINF:3743282564:fulcher	
TU185E-5189			[TU185E-5189 59,122 &rarr; 60,417]	G185E-4171 // G185E-4170 // G185E-4169		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5189	+		:EV-COMP-AINF:3743282475:fulcher	
TU185E-7392			[TU185E-7392 2,680,765 &rarr; 2,682,018]	G185E-6613		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7392	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282582:fulcher	
TU185E-5311			[TU185E-5311 364,605 &rarr; 366,142]	G185E-4426 // G185E-4425		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5311	+		:EV-COMP-AINF:3743282481:fulcher	
TU185E-7656			[TU185E-7656 471,227 &larr; 472,639]	G185E-4516		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7656	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282594:fulcher	
TU185E-6275			[TU185E-6275 2,423,240 &larr; 2,424,838]	G185E-6371		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6275	-		:EV-COMP-AINF:3743282527:fulcher	
TU185E-5679			[TU185E-5679 1,108,172 &larr; 1,108,504]	G185E-5148		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5679	-		:EV-COMP-AINF:3743282498:fulcher	
TU185E-6643			[TU185E-6643 3,144,620 &larr; 3,147,873]	G185E-7090 // G185E-7089		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6643	-		:EV-COMP-AINF:3743282545:fulcher	
TU185E-7008			[TU185E-7008 4,031,404 &larr; 4,033,158]	G185E-7868		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7008	-		:EV-COMP-AINF:3743282563:fulcher	
TU185E-5173			[TU185E-5173 33,224 &rarr; 33,794]	G185E-4145 // G185E-4144		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5173	+		:EV-COMP-AINF:3743282475:fulcher	
TU185E-7376			[TU185E-7376 2,830,161 &rarr; 2,830,583]	G185E-6750		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7376	+		:EV-COMP-AINF-SINGLE-DIRECTON:3743282581:fulcher	
TU185E-5295			[TU185E-5295 314,309 &larr; 316,415]	G185E-4386 // G185E-4385 // G185E-4384		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5295	-		:EV-COMP-AINF:3743282480:fulcher	
TU185E-7640			[TU185E-7640 628,298 &larr; 629,731]	G185E-4670		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-7640	-		:EV-COMP-AINF-SINGLE-DIRECTON:3743282594:fulcher	
TU185E-6259			[TU185E-6259 2,393,851 &larr; 2,395,237]	G185E-6340 // G185E-6339		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6259	-		:EV-COMP-AINF:3743282526:fulcher	
TU185E-5663			[TU185E-5663 1,074,074 &rarr; 1,074,421]	G185E-5117		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-5663	+		:EV-COMP-AINF:3743282498:fulcher	
TU185E-6627			[TU185E-6627 3,110,167 &larr; 3,110,737]	G185E-7051 // G185E-7050		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6627	-		:EV-COMP-AINF:3743282544:fulcher	
TU185E-6992			[TU185E-6992 3,994,830 &larr; 3,995,699]	G185E-7832		Polymer-Segments // DNA-Segments // Transcription-Units					TU185E-6992	-		:EV-COMP-AINF:3743282562:fulcher	
